Time (EET),Open,High,Low,Close,Volume 
2025.05.02 12:00:00,0.8526,0.8528,0.85238,0.85242,1556.13
2025.05.02 12:15:00,0.85242,0.85253,0.85222,0.8525,1259.17
2025.05.02 12:30:00,0.8525,0.85284,0.85239,0.85261,1981.71
2025.05.02 12:45:00,0.85261,0.85292,0.85251,0.85274,1868.43
2025.05.02 13:00:00,0.85273,0.85292,0.85244,0.85246,1184.82
2025.05.02 13:15:00,0.85246,0.85266,0.85229,0.85245,1049.55
2025.05.02 13:30:00,0.85245,0.85255,0.85224,0.85243,774.9
2025.05.02 13:45:00,0.85243,0.85286,0.85243,0.85263,937.44
2025.05.02 14:00:00,0.85263,0.85274,0.85211,0.85223,997.38
2025.05.02 14:15:00,0.85223,0.85296,0.85214,0.85288,853.53
2025.05.02 14:30:00,0.85289,0.85303,0.85259,0.85296,1203.93
2025.05.02 14:45:00,0.85295,0.8537,0.85286,0.8535,1717.02
2025.05.02 15:00:00,0.8535,0.85353,0.85297,0.85299,1194.75
2025.05.02 15:15:00,0.853,0.85346,0.85252,0.85252,2149.14
2025.05.02 15:30:00,0.85251,0.85304,0.85191,0.85259,6117.49
2025.05.02 15:45:00,0.85257,0.85274,0.85165,0.85165,3424.95
2025.05.02 16:00:00,0.85165,0.85196,0.85155,0.85162,2825.76
2025.05.02 16:15:00,0.85164,0.85292,0.85164,0.85253,3236.01
2025.05.02 16:30:00,0.85252,0.85338,0.85226,0.85331,3560.97
2025.05.02 16:45:00,0.85331,0.85405,0.85328,0.85377,3491.73
2025.05.02 17:00:00,0.85377,0.85395,0.85321,0.85324,3337.56
2025.05.02 17:15:00,0.85323,0.85377,0.85291,0.85341,2485.32
2025.05.02 17:30:00,0.85338,0.85355,0.85284,0.85308,2536.08
2025.05.02 17:45:00,0.85309,0.85362,0.85292,0.85343,2174.04
2025.05.02 18:00:00,0.85342,0.85344,0.85263,0.85297,2240.22
